ID,Title,Status,Priority,Work Type,Description,URL,Global ID,Assigned to,Teams Assigned to,Requested by,Requested on,Created by,Created on,Planned Start Date,Due date,Estimated Time,Started on,Completed on,Completed by,Last updated,Recurrence,Location,Location ID,Asset,Asset ID,Categories,Vendors,Vendor IDs,Procedure Name,Procedure Template ID,Procedure Passes,Procedure Flags,Procedure Failures,Procedure Score (%),Time to Complete,Time Open,Time In Progress,Time On Hold,Work Request ID,Thumbnail,Attachments,Procedure Description,Meter ID,Meter Condition,Parent,Parent ID,Total Estimated Time,Parent Global ID,Is Parent?,Total Parts Cost,Total Time Cost,Total Reported Time,Additional Costs,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7,Question 8,Answer 8,Question 9,Answer 9,Question 10,Answer 10,Question 11,Answer 11,Question 12,Answer 12,Question 13,Answer 13,Question 14,Answer 14,Question 15,Answer 15
135,Clean and inspect,DONE,MEDIUM,PREVENTIVE,"Open the cover and take a small vacuum and clean any debris out of the unit. Then remove the filters and clean out in the sink. Allow them to dry and then reinstall. If the filters are too dirty, replace with new filters.",https://app.getmaintainx.com/workorders/55780417?organizationId=342508,55780417,Daniel Crawford,Facilities,,,Daniel Crawford,2025-04-29 11:52:47,2025-05-08 13:00:00,2025-06-02,1:00:00,2025-06-23 17:18:23,2025-06-23 17:18:23,Daniel Crawford,2025-06-23 17:18:23,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room 3 ERV #1,9662223,,,,,,0,0,0,,1108:18:23,1108:18:23,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Seal off the 1906 packaging space,DONE,HIGH,REACTIVE,"Ants are coming into the packaging room. Needs to be sealed off to avoid pests asap please!

I went through and cleaned up the debris and sprayed it with bleach. 

Technician will go in Monday morning and seal off with clear caulk around the edge of the floor",https://app.getmaintainx.com/workorders/55928808?organizationId=342508,55928808,Daniel Crawford,Facilities,,2025-04-29 17:28:33,Daniel Crawford,2025-04-30 16:10:25,2025-05-05 00:00:00,2025-05-05,1:00:00,2025-05-06 08:27:33,2025-05-06 08:27:33,Daniel Crawford,2025-05-06 08:27:33,,Hudson NY,2648779,,,,,,,,0,0,0,,32:27:34,32:27:34,,,,https://app.getmaintainx.com/api/s3/uploads/4b3ab4b1-60e6-44bd-96d4-6e98485520a8_Resized_20250429_154556_1745955963841.jpeg,"https://app.getmaintainx.com/api/s3/uploads/4b3ab4b1-60e6-44bd-96d4-6e98485520a8_Resized_20250429_154556_1745955963841.jpeg,https://app.getmaintainx.com/api/s3/uploads/e83adb8e-a1f0-4bbe-8db5-e736d8fd21d4_camera.jpg",,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,FIRE DRILL,DONE,HIGH,PREVENTIVE,"Conduct Fire drill, complete reports and upload to Compliance folder

Compliance Folder
https://drive.google.com/drive/u/1/folders/1MzpXk3Fs3t4fUCZmTytT0n_A1onM7HLO

Fire Drill Report
https://docs.google.com/forms/d/e/1FAIpQLSdDfMlxN_gQMH7GtNLdI1wwGKS-XnXUZyg97hq4KJekvO59gg/viewform?usp=header


Post-Fire Drill Evaluation ( Building Specific )
https://docs.google.com/forms/d/e/1FAIpQLSdueG5-Ufv8Kno1aELS-x-NABvIPnYzABRauRCwlx8T9_onOg/viewform?usp=header",https://app.getmaintainx.com/workorders/56095517?organizationId=342508,56095517,Daniel Crawford,,,,Daniel Crawford,2025-05-02 09:38:06,2025-05-01 00:00:00,2025-05-01,1:00:00,2025-05-02 09:38:10,2025-05-02 09:38:10,Daniel Crawford,2025-05-02 09:38:10,Yearly|1,Hudson NY,2648779,,,,,,,,0,0,0,,0:00:03,0:00:03,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,FIRE DRILL,OPEN,HIGH,PREVENTIVE,"Conduct Fire drill, complete reports and upload to Compliance folder

Compliance Folder
https://drive.google.com/drive/u/1/folders/1MzpXk3Fs3t4fUCZmTytT0n_A1onM7HLO

Fire Drill Report
https://docs.google.com/forms/d/e/1FAIpQLSdDfMlxN_gQMH7GtNLdI1wwGKS-XnXUZyg97hq4KJekvO59gg/viewform?usp=header


Post-Fire Drill Evaluation ( Building Specific )
https://docs.google.com/forms/d/e/1FAIpQLSdueG5-Ufv8Kno1aELS-x-NABvIPnYzABRauRCwlx8T9_onOg/viewform?usp=header",https://app.getmaintainx.com/workorders/56095529?organizationId=342508,56095529,Daniel Crawford,,,,Daniel Crawford,2025-05-02 09:38:10,,2026-05-01,1:00:00,,,,2025-05-02 09:39:15,Monthly|6|1,Hudson NY,2648779,,,,,,,,,,,,,,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Nursery Water Filter Change,DONE,,REACTIVE,"The water filter needs to be replaced

Requester contact information:
adam@hudsonhemp.com",https://app.getmaintainx.com/workorders/56262557?organizationId=342508,56262557,Daniel Crawford,,adam@hudsonhemp.com,2025-05-02 13:21:37,Daniel Crawford,2025-05-05 09:45:57,2025-05-13 00:00:00,2025-05-15,1:00:00,2025-05-27 09:39:19,2025-05-27 09:39:19,Daniel Crawford,2025-05-27 09:39:19,,Hudson NY,2648779,,,,,,,,0,0,0,,345:39:19,345:39:19,,,,https://app.getmaintainx.com/api/s3/uploads/ebe6dc51-3a4c-4ecc-b2fa-7cbd5ccfa616_20250502_132019_720.jpg,"https://app.getmaintainx.com/api/s3/uploads/d26ab0b2-f4f9-4933-adf6-aa1a0194eee4_20250502_132025_720.jpg,https://app.getmaintainx.com/api/s3/uploads/ebe6dc51-3a4c-4ecc-b2fa-7cbd5ccfa616_20250502_132019_720.jpg",,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Change all Willow Air Filters in Processing Filters,DONE,,PREVENTIVE,Air purifiers in Processing need new filters (2 purifiers in room),https://app.getmaintainx.com/workorders/56366354?organizationId=342508,56366354,Daniel Crawford,,,,Daniel Crawford,2025-05-06 07:45:35,2025-06-09 13:00:00,2025-06-13,1:00:00,2025-06-23 17:17:56,2025-06-23 17:17:56,Daniel Crawford,2025-06-23 17:17:56,MonthlyByWeekday|1|Second_Fri,Processing,2648780,Willow Air,7741256,,,,,,0,0,0,,340:17:57,340:17:57,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Change all filters in  Hash Lab Willow Air Units,DONE,,PREVENTIVE,Please replace all filters in Hash Lab! Theyre lookin quite green,https://app.getmaintainx.com/workorders/56366363?organizationId=342508,56366363,Daniel Crawford,,,,Daniel Crawford,2025-05-06 07:45:38,2025-06-09 13:00:00,2025-06-13,1:00:00,2025-06-23 17:16:47,2025-06-23 17:16:47,Daniel Crawford,2025-06-23 17:16:47,MonthlyByWeekday|1|Second_Fri,Hash Lab,2661286,Willows Air Hash Lab,7738793,,,,,,0,0,0,,340:16:47,340:16:47,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Monthly Emergency Light Inspection,DONE,,PREVENTIVE,"To ensure emergency lighting systems are operational, properly maintained, and meet regulatory requirements for safe egress during power failures.
Scope

Applies to all battery-powered emergency lights and exit signs in the facility.
Responsibilities

    Facilities Manager: Oversees compliance and maintenance.

    Designated Inspector: Conducts monthly inspections.

    Maintenance Team: Repairs or replaces faulty units.

Procedure
1. Visual Inspection

a. Physical Condition

    Check for visible damage (cracks, corrosion, loose wiring, or missing covers).

    Ensure lenses are clean and free of obstructions.

    Verify that units are securely mounted.

b. Power Indicator

    Confirm the ""power on"" LED (if present) is illuminated (indicates AC power is supplied).

2. Functional Test

Manual Activation (30-Second Test)

    Simulate Power Failure:

        For units with a test button: Press and hold for 10 seconds.

        For hardwired units: Switch off the circuit breaker or unplug the unit.

    Verify Illumination:

        Emergency lights must activate immediately and remain lit for at least 30 seconds.

        Exit signs must stay illuminated (if battery-backed).

    Restore Power:

        Reactivate the circuit breaker/release the test button.

        Confirm the unit returns to charging mode (charging indicator LED on, if equipped).


3. Documentation

    Record results on the Emergency Light Inspection Tag (date, inspector initials, pass/fail).

    Update the Emergency Light Inspection Log (include unit location, test results, and actions taken).

4. Corrective Actions

    Failed Test/Defects: Tag the unit, report to maintenance, and replace batteries or bulbs within 24 hours.

    Chronic Issues: Schedule a full system inspection by a licensed electrician.

5. Annual Requirements

    Conduct a 90-minute full discharge test (per NFPA 101) to confirm battery capacity.",https://app.getmaintainx.com/workorders/56366398?organizationId=342508,56366398,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-06 07:45:58,2025-05-22 12:00:00,2025-05-28,1:00:00,2025-06-23 17:16:31,2025-06-23 17:16:31,Daniel Crawford,2025-06-23 17:16:31,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Emergency Light Checklist,2538917,0,0,0,,773:16:31,773:16:31,,,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,,,Farmhouse,,Extraction / 1906 / Hash Lab,,Processing / Warehouse,,Distribution,,Carbon,,,,,,,,,,,,,,,,,,,
143,Monthly Fire Extinguisher Inspection,DONE,,PREVENTIVE,"Compliant with OSHA Standards (29 CFR 1910.157)
Purpose

To ensure all fire extinguishers are properly maintained, accessible, and in good working condition per OSHA regulations.
Scope

Applies to all portable fire extinguishers in the facility.
Responsibilities

    Facilities Manager: Oversees the program and ensures compliance.

    Designated Inspector: Trained personnel conducting monthly checks.

    Maintenance Team: Addresses issues identified during inspections.

Procedure
1. Visual Inspection

a. Location & Accessibility

    Confirm extinguisher is in its designated location.

    Ensure nothing obstructs access (min. 36” clearance per OSHA).

    Verify visibility of signage or markings.

b. Physical Condition

    Check for obvious damage (dents, corrosion, leaks, clogged nozzles).

    Inspect hose/tube for cracks or detachment.

    Verify the locking pin is intact and tamper seal unbroken.

c. Pressure & Gauge

    For gauge-type extinguishers:

        Needle must be in the ""green"" zone (proper pressure).

    For cartridge-operated units:

        Verify the cartridge is securely seated and undamaged.

d. Labeling & Tags

    Ensure legible operating instructions and NFPA rating label.

    Verify monthly inspection tag is present and up-to-date.

2. Documentation

    Record inspection results on the Fire Extinguisher Inspection Tag (date, initials, condition).

    Log findings in the Fire Safety Inspection Checklist.

3. Corrective Actions

    Minor Issues (e.g., obstructed access): Correct immediately.

    Major Issues (e.g., damage/low pressure): Tag as ""DEFECTIVE,"" remove from service, and notify maintenance for repair/replacement.

4. Reporting

    Submit inspection reports to the Facilities Manager.

    Schedule annual professional maintenance (per NFPA 10).",https://app.getmaintainx.com/workorders/56366425?organizationId=342508,56366425,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-06 07:46:14,2025-05-22 12:00:00,2025-05-28,1:00:00,2025-06-23 17:17:45,2025-06-23 17:17:45,Daniel Crawford,2025-06-23 17:17:45,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Monthly Fire Extinguisher Checks,,0,0,0,,773:17:45,773:17:45,,,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,Date of inspection,,Farmhouse,,Extraction/1906,,Processing / Warehouse,,Distribution,,Carbon Building,,Outdoor / Outbuildings,,Comments / Flags,,,,,,,,,,,,,,,
144,Pest entry 1906 packaging area,DONE,,REACTIVE,"PLease seal under and on both sides of the door where wall meets floor where springtails have gained entry

Requester contact information:
kacey@hudsonhemp.com",https://app.getmaintainx.com/workorders/56990004?organizationId=342508,56990004,Daniel Crawford,Facilities,kacey@hudsonhemp.com,2025-05-12 15:20:43,Daniel Crawford,2025-05-13 08:37:05,2025-05-15 00:00:00,2025-05-15,1:00:00,2025-05-27 09:42:51,2025-05-27 09:42:51,Daniel Crawford,2025-05-27 09:42:51,,Hudson NY,2648779,,,,,,,,0,0,0,,297:42:52,297:42:52,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/58248339?organizationId=342508,58248339,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-27 09:41:02,2025-04-26 13:00:00,2025-06-02,1:00:00,2025-06-23 17:16:08,2025-06-23 17:16:08,Daniel Crawford,2025-06-23 17:16:08,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #2,9662323,,,,,,0,0,0,,655:35:06,655:35:06,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/58248350?organizationId=342508,58248350,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-27 09:41:07,2025-04-26 13:00:00,2025-06-02,1:00:00,2025-06-23 17:17:28,2025-06-23 17:17:28,Daniel Crawford,2025-06-23 17:17:28,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #1,9662285,,,,,,0,0,0,,655:36:20,655:36:20,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/58248374?organizationId=342508,58248374,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-27 09:41:15,2025-04-26 13:00:00,2025-06-02,1:00:00,2025-06-23 17:15:54,2025-06-23 17:15:54,Daniel Crawford,2025-06-23 17:15:54,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #1,9662290,,,,,,0,0,0,,655:34:39,655:34:39,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/58248381?organizationId=342508,58248381,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-27 09:41:18,2025-04-26 13:00:00,2025-06-02,1:00:00,2025-06-23 17:15:21,2025-06-23 17:15:21,Daniel Crawford,2025-06-23 17:15:21,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #2,9662334,,,,,,0,0,0,,655:34:02,655:34:02,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/58248391?organizationId=342508,58248391,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-27 09:41:22,2025-04-26 13:00:00,2025-06-02,1:00:00,2025-06-23 17:15:07,2025-06-23 17:15:07,Daniel Crawford,2025-06-23 17:15:07,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #3 HVAC #2,9662272,,,,,,0,0,0,,655:33:45,655:33:45,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/58248401?organizationId=342508,58248401,Daniel Crawford,Facilities,,,Daniel Crawford,2025-05-27 09:41:25,2025-04-26 13:00:00,2025-06-02,1:00:00,2025-06-23 17:14:33,2025-06-23 17:14:33,Daniel Crawford,2025-06-23 17:14:33,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #3 HVAC #1,9662254,,,,,,0,0,0,,655:33:08,655:33:08,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/60879108?organizationId=342508,60879108,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:14:33,2025-05-31 13:00:00,2025-07-07,1:00:00,2025-07-08 13:58:40,2025-07-08 13:58:40,Daniel Crawford,2025-07-08 13:58:40,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #3 HVAC #1,9662254,,,,,,0,0,0,,356:44:06,356:44:06,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/60879149?organizationId=342508,60879149,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:15:07,2025-05-31 13:00:00,2025-07-07,1:00:00,2025-07-08 13:58:32,2025-07-08 13:58:32,Daniel Crawford,2025-07-08 13:58:32,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #3 HVAC #2,9662272,,,,,,0,0,0,,356:43:24,356:43:24,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/60879169?organizationId=342508,60879169,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:15:21,2025-05-31 13:00:00,2025-07-07,1:00:00,2025-07-08 13:58:24,2025-07-08 13:58:24,Daniel Crawford,2025-07-08 13:58:24,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #2,9662334,,,,,,0,0,0,,356:43:02,356:43:02,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/60879207?organizationId=342508,60879207,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:15:54,2025-05-31 13:00:00,2025-07-07,1:00:00,2025-07-08 13:58:19,2025-07-08 13:58:19,Daniel Crawford,2025-07-08 13:58:19,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #1 HVAC #1,9662290,,,,,,0,0,0,,356:42:24,356:42:24,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/60879225?organizationId=342508,60879225,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:16:09,2025-05-31 13:00:00,2025-07-07,1:00:00,2025-07-08 13:58:09,2025-07-08 13:58:09,Daniel Crawford,2025-07-08 13:58:09,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #2,9662323,,,,,,0,0,0,,356:42:00,356:42:00,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Monthly Emergency Light Inspection,DONE,,PREVENTIVE,"To ensure emergency lighting systems are operational, properly maintained, and meet regulatory requirements for safe egress during power failures.
Scope

Applies to all battery-powered emergency lights and exit signs in the facility.
Responsibilities

    Facilities Manager: Oversees compliance and maintenance.

    Designated Inspector: Conducts monthly inspections.

    Maintenance Team: Repairs or replaces faulty units.

Procedure
1. Visual Inspection

a. Physical Condition

    Check for visible damage (cracks, corrosion, loose wiring, or missing covers).

    Ensure lenses are clean and free of obstructions.

    Verify that units are securely mounted.

b. Power Indicator

    Confirm the ""power on"" LED (if present) is illuminated (indicates AC power is supplied).

2. Functional Test

Manual Activation (30-Second Test)

    Simulate Power Failure:

        For units with a test button: Press and hold for 10 seconds.

        For hardwired units: Switch off the circuit breaker or unplug the unit.

    Verify Illumination:

        Emergency lights must activate immediately and remain lit for at least 30 seconds.

        Exit signs must stay illuminated (if battery-backed).

    Restore Power:

        Reactivate the circuit breaker/release the test button.

        Confirm the unit returns to charging mode (charging indicator LED on, if equipped).


3. Documentation

    Record results on the Emergency Light Inspection Tag (date, inspector initials, pass/fail).

    Update the Emergency Light Inspection Log (include unit location, test results, and actions taken).

4. Corrective Actions

    Failed Test/Defects: Tag the unit, report to maintenance, and replace batteries or bulbs within 24 hours.

    Chronic Issues: Schedule a full system inspection by a licensed electrician.

5. Annual Requirements

    Conduct a 90-minute full discharge test (per NFPA 101) to confirm battery capacity.",https://app.getmaintainx.com/workorders/60879260?organizationId=342508,60879260,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:16:31,2025-06-19 12:00:00,2025-06-25,1:00:00,2025-07-08 13:57:47,2025-07-08 13:57:47,Daniel Crawford,2025-07-08 13:57:47,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Emergency Light Checklist,2538917,0,0,0,,356:41:15,356:41:15,,,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,,,Farmhouse,,Extraction / 1906 / Hash Lab,,Processing / Warehouse,,Distribution,,Carbon,,,,,,,,,,,,,,,,,,,
160,Change all filters in  Hash Lab Willow Air Units,DONE,,PREVENTIVE,Please replace all filters in Hash Lab! Theyre lookin quite green,https://app.getmaintainx.com/workorders/60879286?organizationId=342508,60879286,Daniel Crawford,,,,Daniel Crawford,2025-06-23 17:16:47,2025-07-07 13:00:00,2025-07-11,1:00:00,2025-07-08 13:53:49,2025-07-08 13:53:49,Daniel Crawford,2025-07-08 13:53:49,MonthlyByWeekday|1|Second_Fri,Hash Lab,2661286,Willows Air Hash Lab,7738793,,,,,,0,0,0,,24:53:50,24:53:50,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Inspect and change filter,DONE,,PREVENTIVE,"Open the door and take a small vacuum and vacuum any debris. Inspect the filter for cleanliness, if equipment hasn't been run or it's in the off-season skip until next cycle. If the filter appears dirty, change it out.",https://app.getmaintainx.com/workorders/60879337?organizationId=342508,60879337,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:17:28,2025-05-31 13:00:00,2025-07-07,1:00:00,2025-07-08 13:58:02,2025-07-08 13:58:02,Daniel Crawford,2025-07-08 13:58:02,MonthlyByWeekday|1|First_Mon,General,2648754,Dry Room #2 HVAC #1,9662285,,,,,,0,0,0,,356:40:33,356:40:33,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Monthly Fire Extinguisher Inspection,DONE,,PREVENTIVE,"Compliant with OSHA Standards (29 CFR 1910.157)
Purpose

To ensure all fire extinguishers are properly maintained, accessible, and in good working condition per OSHA regulations.
Scope

Applies to all portable fire extinguishers in the facility.
Responsibilities

    Facilities Manager: Oversees the program and ensures compliance.

    Designated Inspector: Trained personnel conducting monthly checks.

    Maintenance Team: Addresses issues identified during inspections.

Procedure
1. Visual Inspection

a. Location & Accessibility

    Confirm extinguisher is in its designated location.

    Ensure nothing obstructs access (min. 36” clearance per OSHA).

    Verify visibility of signage or markings.

b. Physical Condition

    Check for obvious damage (dents, corrosion, leaks, clogged nozzles).

    Inspect hose/tube for cracks or detachment.

    Verify the locking pin is intact and tamper seal unbroken.

c. Pressure & Gauge

    For gauge-type extinguishers:

        Needle must be in the ""green"" zone (proper pressure).

    For cartridge-operated units:

        Verify the cartridge is securely seated and undamaged.

d. Labeling & Tags

    Ensure legible operating instructions and NFPA rating label.

    Verify monthly inspection tag is present and up-to-date.

2. Documentation

    Record inspection results on the Fire Extinguisher Inspection Tag (date, initials, condition).

    Log findings in the Fire Safety Inspection Checklist.

3. Corrective Actions

    Minor Issues (e.g., obstructed access): Correct immediately.

    Major Issues (e.g., damage/low pressure): Tag as ""DEFECTIVE,"" remove from service, and notify maintenance for repair/replacement.

4. Reporting

    Submit inspection reports to the Facilities Manager.

    Schedule annual professional maintenance (per NFPA 10).",https://app.getmaintainx.com/workorders/60879361?organizationId=342508,60879361,Daniel Crawford,Facilities,,,Daniel Crawford,2025-06-23 17:17:45,2025-06-19 12:00:00,2025-06-25,1:00:00,2025-07-08 13:57:56,2025-07-08 13:57:56,Daniel Crawford,2025-07-08 13:57:56,MonthlyByWeekday|1|Fourth_Wed,Main Campus,2661743,,,,Sausbiers,818171,Monthly Fire Extinguisher Checks,,0,0,0,,356:40:10,356:40:10,,,,,https://app.getmaintainx.com/api/s3/uploads/ff4f37a7-a446-448f-9a5b-1eda1fa54503_Group-PDF-Export12.pdf,,,,,,,,false,$0.00,$0.00,0,$0.00,Date of inspection,,Farmhouse,,Extraction/1906,,Processing / Warehouse,,Distribution,,Carbon Building,,Outdoor / Outbuildings,,Comments / Flags,,,,,,,,,,,,,,,
163,Change all Willow Air Filters in Processing Filters,DONE,,PREVENTIVE,Air purifiers in Processing need new filters (2 purifiers in room),https://app.getmaintainx.com/workorders/60879380?organizationId=342508,60879380,Daniel Crawford,,,,Daniel Crawford,2025-06-23 17:17:56,2025-07-07 13:00:00,2025-07-11,1:00:00,2025-07-08 13:53:53,2025-07-08 13:53:53,Daniel Crawford,2025-07-08 13:53:53,MonthlyByWeekday|1|Second_Fri,Processing,2648780,Willow Air,7741256,,,,,,0,0,0,,24:53:53,24:53:53,,,,,,,,,,,,,false,$0.00,$0.00,0,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
